feed_flow_m3h,feed_tds_mgL,predicted_recovery_pct,predicted_permeate_tds_mgL,predicted_concentrate_tds_mgL,reconstructed_qp_m3h,reconstructed_qr_m3h,solute_in_kgh,solute_out_kgh,solute_error_kgh,solute_error_percent
38.2959,2911.17,60.73265075683594,8.440488815307617,7347.71435546875,23.258115201187135,15.037784798812869,111.48587520300002,110.68965710190781,0.796218101092208,0.7141874247678528
34.4198,2975.87,43.89198303222656,9.970477104187012,5232.759765625,15.10753277572632,19.312267224273683,102.42885022600001,101.20708422381887,1.2217660021811412,1.192794802914828
32.5326,2975.08,61.80849838256836,9.495014190673828,7668.9453125,20.107911544807433,12.42468845519257,96.78708760800001,95.47518119318468,1.3119064148153257,1.3554560295570761
26.6865,2137.51,56.15804672241211,8.460872650146484,5128.541015625,14.986617138576507,11.699882861423491,57.042660615,60.13012899188436,3.0874683768843596,5.412560255074209
37.0931,1743.97,71.41139221191406,5.300169467926025,6100.00537109375,26.488699124557495,10.604400875442504,64.689253607,64.8272968917756,0.13804328477560546,0.2133944621068682
33.951,1858.1,72.97895812988281,6.360526084899902,7142.64208984375,24.777086074676514,9.173913925323486,63.0843531,65.68357903390502,2.599225933905018,4.120238706077843
30.8462,1504.05,73.03461456298828,5.211181640625,5936.56982421875,22.52840327732849,8.31779672267151,46.39422711,49.49658062934871,3.1023535193487106,6.68693868311046
26.4411,1656.69,73.43073272705078,6.940349578857422,6511.3486328125,19.415893471092225,7.025206528907773,43.804705958999996,45.87832201530431,2.073616056304317,4.733774627422827
28.4273,1890.52,78.90962982177734,7.430912494659424,8941.72265625,22.43187719832611,5.9954228016738895,53.742379195999995,53.776097216076984,0.03371802007698932,0.06274009558456416
37.647,2221.29,64.68311309814453,6.982017993927002,6565.6279296875,24.35125158805847,13.295748411941528,83.62490462999999,87.46495799630398,3.840053366303991,4.591997304265256
33.3275,2810.28,57.53933334350586,9.384251594543457,6380.92236328125,19.176421320056917,14.151078679943083,93.6596067,90.47689077575171,3.182715924248285,3.3981734884311496
27.9636,2795.28,65.70001220703125,10.03564167022705,8322.1474609375,18.372088613525392,9.591511386474608,78.166091808,80.00634782956176,1.840256021561757,2.35428940989143
