Model,Target,Mechanistic_Value,ML_Prediction,Absolute_Error,Relative_Error_pct
Linear Regression,overall_recovery_pct,69.35973759713258,69.24411482377462,0.11562277335795557,0.16670013088794552
Linear Regression,permeate_tds_mgL,7.230814128410939,7.794155214040383,0.5633410856294434,7.790838979195895
Linear Regression,concentrate_tds_mgL,6644.801860782579,7143.062126772367,498.2602659897884,7.498496966937503
Linear Regression,average_flux_LMH,37.491750052504095,37.08263754998147,0.40911250252262477,1.091206737348074
Linear Regression,SEC_kWh_m3,0.7710267820516848,0.7903097195080389,0.01928293745635401,2.5009426267972885
Linear Regression,maximum_element_recovery_pct,23.685849673521275,23.640632990843812,0.04521668267746293,0.190901670409617
Linear Regression,maximum_polarization_modulus,1.301862723066572,1.3082699924491565,0.006407269382584513,0.4921616748878116
Random Forest,overall_recovery_pct,69.35973759713258,66.59111192187584,2.768625675256743,3.9916899503541394
Random Forest,permeate_tds_mgL,7.230814128410939,7.171841720401811,0.05897240800912851,0.815570791363827
Random Forest,concentrate_tds_mgL,6644.801860782579,6370.574522179206,274.227338603373,4.126945307757851
Random Forest,average_flux_LMH,37.491750052504095,37.41778485276381,0.07396519974028593,0.19728393483020604
Random Forest,SEC_kWh_m3,0.7710267820516848,0.7782627902618482,0.007236008210163347,0.9384898655411804
Random Forest,maximum_element_recovery_pct,23.685849673521275,22.63138788695961,1.0544617865616637,4.451863881161335
Random Forest,maximum_polarization_modulus,1.301862723066572,1.3022703042969763,0.00040758123040429695,0.0313075428908686
XGBoost,overall_recovery_pct,69.35973759713258,68.57744598388672,0.7822916132458602,1.1278756816954871
XGBoost,permeate_tds_mgL,7.230814128410939,7.215597152709961,0.015216975700978352,0.2104462295772284
XGBoost,concentrate_tds_mgL,6644.801860782579,6522.86279296875,121.93906781382884,1.835104648244059
XGBoost,average_flux_LMH,37.491750052504095,36.88288116455078,0.6088688879533137,1.6240076472841178
XGBoost,SEC_kWh_m3,0.7710267820516848,0.7762244343757629,0.005197652324078095,0.6741208535256401
XGBoost,maximum_element_recovery_pct,23.685849673521275,23.166166305541992,0.5196833679792832,2.194066816865109
XGBoost,maximum_polarization_modulus,1.301862723066572,1.2993255853652954,0.002537137701276615,0.19488519460026632
ANN / MLP,overall_recovery_pct,69.35973759713258,69.12614921632729,0.233588380805287,0.3367780630342867
ANN / MLP,permeate_tds_mgL,7.230814128410939,7.228026552404433,0.002787576006506143,0.03855134369383586
ANN / MLP,concentrate_tds_mgL,6644.801860782579,6625.18254838523,19.61931239734895,0.2952580499524229
ANN / MLP,average_flux_LMH,37.491750052504095,37.52299061177258,0.03124055926848257,0.08332648976036795
ANN / MLP,SEC_kWh_m3,0.7710267820516848,0.7707568848228983,0.0002698972287865642,0.035004909695662424
ANN / MLP,maximum_element_recovery_pct,23.685849673521275,23.754475240436516,0.06862556691524091,0.28973234171944584
ANN / MLP,maximum_polarization_modulus,1.301862723066572,1.301980461624811,0.00011773855823893342,0.009043853560965102
