clock_hour,q_feed_available_m3_h,c_feed_mg_l,temp_c
0,32.1655,1981.81,23.02
1,30.8907,2024.12,23.44
2,31.4764,2024.07,23.35
3,31.4637,2029.3,22.96
4,31.8199,1986.22,24.7
5,31.1934,2049.43,24.5
6,30.8215,2010.16,24.64
7,31.9337,1999.84,25.79
8,29.6845,2014.17,25.77
9,31.6528,1984.63,26.91
10,31.1731,2055.57,26.22
11,29.917,2116.52,26.22
12,30.151,2069.36,27.27
13,29.0047,2090.2,26.89
14,28.5034,2056.13,26.81
15,29.7034,2088.57,26.19
16,28.8536,2112.03,26.28
17,30.1341,2091.34,24.53
18,30.5848,2082.15,25.48
19,29.0979,2067.7,24.4
20,28.9431,2115.47,23.75
21,30.2943,2037.59,23.58
22,27.8851,2130.15,22.28
23,28.6845,2235.07,23.07
24,29.8921,2170.64,21.89
25,30.7007,2102.08,22.69
26,30.8835,2170.48,23.26
27,31.2083,2103.24,23.51
28,31.9452,2126.2,24.21
29,31.5073,2235.9,24.65
30,32.011,2052.6,25.88
31,31.7126,2173.79,26.07
32,30.9014,2081.47,25.35
33,30.4574,2004.86,25.62
34,29.9953,2118.98,26.96
35,30.776,2235.27,26.25
36,29.9066,2152.22,26.6
37,31.1332,2158.99,27.05
38,29.4405,2203.12,27.15
39,30.5367,2126.94,26.34
40,27.9064,2099.87,25.78
41,28.7086,2115.96,25.32
42,27.5907,2030.43,25.51
43,28.5514,2133.95,24.81
44,29.5217,2148.93,24.05
45,28.8141,2147.77,23.91
46,29.2247,2216.64,23.59
47,30.1316,2247.01,23.17
48,31.7239,2143.45,22.94
49,29.9,2139.84,23.27
50,30.1457,2111.61,24.06
51,30.7835,2140.43,23.95
52,31.4167,2086.55,24.28
53,31.0653,2187.62,25.63
54,31.947,2070.19,23.72
55,32.2687,2165.74,25.63
56,30.5583,2218.66,26.07
57,32.551,2158.05,26.09
58,29.8429,2230.65,25.6
59,30.8766,2057.5,27.01
60,30.3088,2077.01,26.63
61,31.279,2105.35,26.36
62,28.9488,2100.37,27.32
63,29.1236,2140.68,26.35
64,29.2459,2034.83,25.08
65,29.3792,2113.05,25.67
66,28.4751,2178.97,24.63
67,30.1031,2149.19,23.78
68,27.8968,2151.37,23.7
69,28.3459,2056.74,24.07
70,29.3997,2080.46,22.67
71,29.0255,2113.73,23.07
72,28.8937,2017.69,23.0
73,31.5742,2041.67,23.1
74,31.5192,2062.15,23.79
75,29.3477,2042.97,22.97
76,32.0931,2106.79,24.23
77,32.4027,2006.27,24.86
78,30.6626,2015.19,24.38
79,32.4831,2171.63,25.54
80,30.125,2064.12,26.08
81,30.6654,2031.79,26.38
82,30.62,2035.69,27.62
83,30.7769,2038.93,26.59
84,30.314,2031.35,26.65
85,29.789,2093.56,26.35
86,28.5658,2074.0,26.81
87,30.1729,2075.33,26.28
88,29.234,2067.87,25.73
89,28.1205,1933.58,26.28
90,28.0451,2077.15,24.79
91,29.677,1945.13,24.27
92,29.2144,2014.32,23.14
93,28.2153,2007.8,23.94
94,28.9371,2100.26,23.67
95,30.4344,1980.79,23.65
96,28.4219,1897.69,22.79
97,29.6947,1956.13,22.41
98,31.3266,2087.38,23.53
99,30.0822,1996.44,23.34
100,32.5845,1965.79,24.14
101,30.5563,1949.8,24.11
102,30.3917,1910.52,25.16
103,30.3852,1939.17,25.62
104,31.3322,1934.88,25.98
105,30.7318,1874.15,26.26
106,30.1329,1863.45,27.26
107,30.4766,2083.64,27.17
108,29.3563,1943.81,26.92
109,29.8146,1855.08,28.11
110,29.7693,1971.61,27.03
111,29.2265,1953.73,26.62
112,27.8366,1994.06,25.96
113,29.273,1928.84,25.27
114,28.6294,1935.47,24.51
115,29.2175,1960.47,24.94
116,29.4815,1988.08,23.68
117,28.6287,1853.38,23.25
118,29.8767,1907.22,23.81
119,29.0446,1905.2,22.39
120,30.4695,1906.9,22.86
121,29.0912,1928.32,23.15
122,31.292,1930.44,22.65
123,31.0815,1975.05,23.96
124,29.9564,1864.52,24.71
125,31.7161,1861.24,23.68
126,31.074,2048.59,25.6
127,33.1431,2027.74,25.88
128,31.4571,1955.34,25.93
129,32.903,1953.54,26.27
130,31.3332,1882.96,27.48
131,29.6978,1958.68,27.36
132,30.2445,1990.03,27.11
133,29.8063,1797.48,26.35
134,29.9413,1970.0,27.21
135,27.6906,1952.98,26.48
136,28.4994,1896.52,25.21
137,28.0886,1897.98,25.41
138,28.6896,1928.33,24.6
139,28.7117,1905.42,24.14
140,28.9632,1903.51,24.39
141,29.4789,1904.74,23.51
142,29.1108,1957.28,23.7
143,30.2359,1913.33,23.33
144,29.6934,2032.73,22.58
145,30.0608,1866.58,23.52
146,31.0248,2022.33,22.91
147,31.2177,1938.52,23.95
148,30.5128,1899.36,23.88
149,33.2341,1903.26,24.91
150,30.7229,1951.12,25.53
151,30.231,2026.92,25.07
152,32.206,2033.83,26.03
153,31.4832,2023.23,27.61
154,31.0648,1995.43,26.43
155,29.8838,1957.74,26.93
156,28.8814,1923.18,26.94
157,29.4363,1974.71,26.75
158,29.2135,1961.0,26.36
159,28.9493,2079.07,26.27
160,28.7759,1918.96,26.2
161,29.5438,1844.87,25.61
162,27.6218,1998.9,24.19
163,27.0247,2061.31,24.19
164,28.3969,2053.65,24.49
165,27.6065,1979.4,24.0
166,27.0604,2029.61,23.16
167,30.8298,2043.05,23.23
168,30.1424,2170.81,22.56
169,29.8868,2077.53,22.23
170,30.4371,1968.48,22.97
171,32.4554,2159.23,23.23
172,32.2031,2016.86,23.74
173,32.1671,1993.37,24.93
174,31.7647,2090.6,25.01
175,30.5984,1991.49,25.64
176,31.1987,2117.86,25.53
177,30.3042,2120.92,25.97
178,32.3736,2121.0,26.91
179,29.5511,2182.94,27.29
180,28.9548,2069.97,26.36
181,28.3054,2092.31,27.35
182,29.8917,2126.74,27.69
183,27.6053,2101.08,27.01
184,29.188,2089.9,26.37
185,28.7803,2098.62,25.19
186,28.3354,2107.26,24.48
187,30.5463,2229.61,24.35
188,28.2632,2107.1,23.91
189,29.3367,2174.94,24.43
190,28.2615,2205.0,23.39
191,28.973,2100.72,23.71
192,30.6033,2103.17,23.18
193,29.7706,2097.79,22.46
194,30.7225,2095.4,23.49
195,31.6114,2196.44,23.63
196,31.3643,2231.36,24.39
197,31.1167,2130.04,23.96
198,31.5429,2209.11,24.31
199,29.7568,2116.31,25.36
200,31.0754,2165.23,26.27
201,31.9108,2151.82,25.93
202,32.1516,2134.97,27.09
203,30.9447,2088.04,26.63
204,30.1229,2147.29,27.21
205,29.7459,2193.8,26.56
206,28.6373,2117.21,26.98
207,29.7092,2077.2,26.37
208,29.4232,2112.13,26.87
209,28.1208,2173.55,25.69
210,27.2603,2087.94,25.09
211,28.8993,2073.08,24.73
212,29.7089,2184.46,23.39
213,28.581,2141.72,24.17
214,29.463,2117.25,23.21
215,29.9418,2250.37,22.33
216,30.791,2030.44,22.18
217,30.7993,2136.0,22.79
218,30.0074,2104.98,23.01
219,31.7382,2217.26,24.19
220,31.0603,2117.46,25.09
221,31.4722,2276.09,25.26
222,32.2112,2175.02,24.9
223,29.9775,2207.73,24.58
224,31.9899,2108.96,27.98
225,30.1994,2078.83,26.17
226,30.2857,2218.01,26.56
227,31.3555,2165.73,27.26
228,30.9614,2161.81,26.92
229,28.9554,2066.06,26.67
230,28.4263,2131.06,25.36
231,27.7195,2148.48,25.59
232,28.0171,2020.55,25.99
233,29.8334,2115.78,26.67
234,28.6484,2184.25,24.84
235,27.7559,2151.36,25.2
236,28.5954,2165.44,24.63
237,27.8713,2089.72,23.01
238,29.1786,2025.43,23.36
239,30.1706,2113.2,22.56
240,28.8727,2130.39,22.34
241,31.085,2047.4,23.29
242,32.0186,2059.73,23.87
243,31.8044,2071.36,22.99
244,30.8583,2041.28,23.54
245,32.2025,2200.32,24.11
246,30.7197,2144.8,25.34
247,30.605,2084.71,24.84
248,33.0314,2120.21,25.8
249,30.0469,2006.42,26.41
250,30.1077,2084.86,26.18
251,30.1854,1963.51,26.99
252,30.0726,1954.28,27.95
253,30.6691,2103.52,26.59
254,29.8853,2121.68,26.93
255,30.0271,2085.78,26.83
256,29.3185,2055.61,25.58
257,28.7865,1932.12,25.77
258,27.3868,2046.76,24.35
259,28.6691,1997.75,24.44
260,28.1174,1934.85,23.6
261,28.3633,2019.24,24.3
262,29.0218,1970.8,23.48
263,31.2842,2013.42,23.82
264,30.8032,1991.4,23.05
265,31.2138,1919.3,22.55
266,29.8851,1964.54,22.79
267,31.0604,1947.38,23.51
268,31.1231,1974.36,24.51
269,31.6831,1892.65,24.25
270,32.1675,2026.04,24.75
271,31.3365,1957.49,26.72
272,31.3944,1957.04,26.43
273,31.5932,1899.55,26.5
274,31.0761,1975.43,26.96
275,31.0345,1973.39,27.11
276,27.8108,1881.49,28.5
277,28.8236,1889.14,27.02
278,29.1258,2069.48,27.56
279,28.1288,1921.42,26.15
280,27.831,1833.29,27.11
281,26.4969,2023.18,25.71
282,29.0288,2029.33,25.8
283,28.2848,1885.85,25.19
284,27.9581,1918.62,23.73
285,30.3121,1974.25,23.88
286,28.875,1754.24,23.28
287,30.2998,1872.91,22.51
288,30.1841,1936.37,23.38
289,30.8832,1860.92,22.68
290,29.1079,1922.04,24.22
291,30.9273,1968.52,23.78
